origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
Lavalle,General Paz,1678.7503915,242071.2754850,6015.2852591,249765.3111356
Lavalle,Goya,1678.7503915,15113.4625515,1494.5167008,18286.7296438
Lavalle,Itati,1678.7503915,272307.2915245,4472.0653505,278458.1072665
Lavalle,Ituzaingo,1678.7503915,647272.0849314,24557.9510498,673508.7863728
Lavalle,Lavalle,1678.7503915,0.0000000,24557.9510498,673508.7863728
Lavalle,Mburucuya,1678.7503915,162364.4297522,3592.2605237,167635.4406674
Lavalle,Mercedes,1678.7503915,162364.4297522,3592.2605237,167635.4406674
Lavalle,Monte Caseros,1678.7503915,344621.8529367,6807.9618565,353108.5651847
Lavalle,Paso de los Libres,1678.7503915,377596.2328247,6472.8507322,385747.8339485
Lavalle,Saladas,1678.7503915,122168.9855730,9751.5790731,133599.3150376
Lavalle,San Cosme,1678.7503915,246446.2705740,6100.8763047,254225.8972702
Lavalle,San Luis del Palmar,1678.7503915,223248.9651345,8312.4536459,233240.1691719
Lavalle,San Martin,1678.7503915,446588.3306502,10757.3035760,459024.3846177
Lavalle,San Miguel,1678.7503915,267204.8040309,10516.2065832,279399.7610056
Lavalle,San Roque,1678.7503915,86079.8769589,1050.3210138,88808.9483642
Lavalle,Santo Tome,1678.7503915,700926.0630870,5968.9673074,708573.7807859
Lavalle,Sauce,1678.7503915,285089.8817688,3541.5156726,290310.1478330
Mburucuya,Capital,3592.2605237,101277.2885980,3607.4880025,108477.0371241
Mburucuya,Bella Vista,3592.2605237,116427.4396226,15030.3476304,135050.0477767
Mburucuya,Departartamento Beron de Astrada,3592.2605237,127076.5251780,6694.4310392,137363.2167409
Mburucuya,Departamento concepcion,3592.2605237,52121.6426468,2051.5111523,57765.4143227
Mburucuya,Curuzu Cuatia,3592.2605237,326648.0305729,3643.2733238,333883.5644204
Mburucuya,Empedrado,3592.2605237,66588.0589434,5189.5280649,75369.8475320
Mburucuya,Esquina,3592.2605237,409250.7166424,4349.8987111,417192.8758771
Mburucuya,General Alvear,3592.2605237,557744.5789933,7655.6721382,568992.5116552
Mburucuya,General Paz,3592.2605237,79706.8457328,6015.2852591,89314.3915155
Mburucuya,Goya,3592.2605237,177477.8923037,1494.5167008,182564.6695281
Mburucuya,Itati,3592.2605237,125797.0050456,4472.0653505,133861.3309197
Mburucuya,Ituzaingo,3592.2605237,688212.5304864,24557.9510498,716362.7420599
Mburucuya,Lavalle,3592.2605237,162364.4297522,1678.7503915,167635.4406674
Mburucuya,Mburucuya,3592.2605237,0.0000000,1678.7503915,167635.4406674
Mburucuya,Mercedes,3592.2605237,0.0000000,1678.7503915,167635.4406674
Mburucuya,Monte Caseros,3592.2605237,385562.2984917,6807.9618565,395962.5208718
Mburucuya,Paso de los Libres,3592.2605237,418536.6783797,6472.8507322,428601.7896356
Mburucuya,Saladas,3592.2605237,40195.4441792,9751.5790731,53539.2837759
Mburucuya,San Cosme,3592.2605237,99935.9840951,6100.8763047,109629.1209234
Mburucuya,San Luis del Palmar,3592.2605237,76738.6786555,8312.4536459,88643.3928251
Mburucuya,San Martin,3592.2605237,487528.7762052,10757.3035760,501878.3403048
Mburucuya,San Miguel,3592.2605237,104840.3742787,10516.2065832,118948.8413855
Mburucuya,San Roque,3592.2605237,127020.3225139,1050.3210138,131662.9040513
Mburucuya,Santo Tome,3592.2605237,741866.5086420,5968.9673074,751427.7364730
Mburucuya,Sauce,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Capital,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Bella Vista,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Departartamento Beron de Astrada,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Departamento concepcion,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Curuzu Cuatia,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Empedrado,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Esquina,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,General Alvear,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,General Paz,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Goya,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Itati,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Ituzaingo,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Lavalle,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Mburucuya,3592.2605237,326030.3273238,3541.5156726,333164.1035201
Mercedes,Mercedes,3592.2605237,0.0000000,3541.5156726,333164.1035201
Mercedes,Monte Caseros,3592.2605237,0.0000000,3541.5156726,333164.1035201
Mercedes,Paso de los Libres,3592.2605237,0.0000000,3541.5156726,333164.1035201
Mercedes,Saladas,3592.2605237,0.0000000,3541.5156726,333164.1035201
Mercedes,San Cosme,3592.2605237,0.0000000,3541.5156726,333164.1035201
Mercedes,San Luis del Palmar,3592.2605237,0.0000000,3541.5156726,333164.1035201
Mercedes,San Martin,3592.2605237,0.0000000,3541.5156726,333164.1035201
Mercedes,San Miguel,3592.2605237,0.0000000,3541.5156726,333164.1035201
Mercedes,San Roque,3592.2605237,0.0000000,3541.5156726,333164.1035201
Mercedes,Santo Tome,3592.2605237,0.0000000,3541.5156726,333164.1035201
Mercedes,Sauce,3592.2605237,0.0000000,3541.5156726,333164.1035201
Monte Caseros,Capital,6807.9618565,470985.4438163,3607.4880025,481400.8936753
Monte Caseros,Bella Vista,6807.9618565,298684.8628071,15030.3476304,320523.1722941
Monte Caseros,Departartamento Beron de Astrada,6807.9618565,512638.8236697,6694.4310392,526141.2165654
Monte Caseros,Departamento concepcion,6807.9618565,437683.9411385,2051.5111523,446543.4141473
Monte Caseros,Curuzu Cuatia,6807.9618565,58914.2679188,3643.2733238,69365.5030991
Monte Caseros,Empedrado,6807.9618565,436296.2141618,5189.5280649,448293.7040832
Monte Caseros,Esquina,6807.9618565,222175.5966170,4349.8987111,233333.4571847
Monte Caseros,General Alvear,6807.9618565,218263.7672478,7655.6721382,232727.4012426
Monte Caseros,General Paz,6807.9618565,465269.1442244,6015.2852591,478092.3913400
Monte Caseros,Goya,6807.9618565,359735.3154882,1494.5167008,368037.7940455
Monte Caseros,Itati,6807.9618565,495505.1602639,4472.0653505,506785.1874710
Monte Caseros,Ituzaingo,6807.9618565,348731.7187409,24557.9510498,380097.6316473
Monte Caseros,Lavalle,6807.9618565,344621.8529367,1678.7503915,353108.5651847
Monte Caseros,Mburucuya,6807.9618565,385562.2984917,3592.2605237,395962.5208718
Monte Caseros,Mercedes,6807.9618565,385562.2984917,3592.2605237,395962.5208718
Monte Caseros,Monte Caseros,6807.9618565,0.0000000,3592.2605237,395962.5208718
Monte Caseros,Paso de los Libres,6807.9618565,79055.8666342,6472.8507322,92336.6792230
Monte Caseros,Saladas,6807.9618565,345366.8543125,9751.5790731,361926.3952421
Monte Caseros,San Cosme,6807.9618565,469644.1393134,6100.8763047,482552.9774747
Monte Caseros,San Luis del Palmar,6807.9618565,446446.8338739,8312.4536459,461567.2493763
Monte Caseros,San Martin,6807.9618565,148047.9644597,10757.3035760,165613.2298922
Monte Caseros,San Miguel,6807.9618565,490402.6727703,10516.2065832,507726.8412100
Monte Caseros,San Roque,6807.9618565,258541.9759778,1050.3210138,266400.2588480
Monte Caseros,Santo Tome,6807.9618565,402385.6968965,5968.9673074,415162.6260604
Monte Caseros,Sauce,6807.9618565,138955.2072985,3541.5156726,149304.6848276
Paso de los Libres,Capital,6472.8507322,503959.8237044,3607.4880025,514040.1624391
Paso de los Libres,Bella Vista,6472.8507322,331659.2426952,15030.3476304,353162.4410578
Paso de los Libres,Departartamento Beron de Astrada,6472.8507322,545613.2035577,6694.4310392,558780.4853291
Paso de los Libres,Departamento concepcion,6472.8507322,470658.3210265,2051.5111523,479182.6829110
Paso de los Libres,Curuzu Cuatia,6472.8507322,91888.6478068,3643.2733238,102004.7718629
Paso de los Libres,Empedrado,6472.8507322,469270.5940499,5189.5280649,480932.9728469
Paso de los Libres,Esquina,6472.8507322,255149.9765051,4349.8987111,265972.7259484
Paso de los Libres,General Alvear,6472.8507322,139207.9006136,7655.6721382,153336.4234840
Paso de los Libres,General Paz,6472.8507322,498243.5241125,6015.2852591,510731.6601038
Paso de los Libres,Goya,6472.8507322,392709.6953762,1494.5167008,400677.0628092
Paso de los Libres,Itati,6472.8507322,528479.5401520,4472.0653505,539424.4562347
Paso de los Libres,Ituzaingo,6472.8507322,269675.8521067,24557.9510498,300706.6538888
Paso de los Libres,Lavalle,6472.8507322,377596.2328247,1678.7503915,385747.8339485
Paso de los Libres,Mburucuya,6472.8507322,418536.6783797,3592.2605237,428601.7896356
Paso de los Libres,Mercedes,6472.8507322,418536.6783797,3592.2605237,428601.7896356
Paso de los Libres,Monte Caseros,6472.8507322,79055.8666342,6807.9618565,92336.6792230
Paso de los Libres,Paso de los Libres,6472.8507322,0.0000000,6807.9618565,92336.6792230
Paso de los Libres,Saladas,6472.8507322,378341.2342005,9751.5790731,394565.6640058
Paso de los Libres,San Cosme,6472.8507322,502618.5192015,6100.8763047,515192.2462384
Paso de los Libres,San Luis del Palmar,6472.8507322,479421.2137620,8312.4536459,494206.5181401
Paso de los Libres,San Martin,6472.8507322,68992.0978255,10757.3035760,86222.2521337
Paso de los Libres,San Miguel,6472.8507322,523377.0526584,10516.2065832,540366.1099738
Paso de los Libres,San Roque,6472.8507322,291516.3558658,1050.3210138,299039.5276118
Paso de los Libres,Santo Tome,6472.8507322,323329.8302622,5968.9673074,335771.6483019
Paso de los Libres,Sauce,6472.8507322,171929.5871866,3541.5156726,181943.9535914
Saladas,Capital,9751.5790731,125618.5895039,3607.4880025,138977.6565794
Saladas,Bella Vista,9751.5790731,76231.9954435,15030.3476304,101013.9221469
Saladas,Departartamento Beron de Astrada,9751.5790731,167271.9693572,6694.4310392,183717.9794695
Saladas,Departamento concepcion,9751.5790731,92317.0868260,2051.5111523,104120.1770514
Saladas,Curuzu Cuatia,9751.5790731,286452.5863937,3643.2733238,299847.4387906
Saladas,Empedrado,9751.5790731,90929.3598493,5189.5280649,105870.4669873
Saladas,Esquina,9751.5790731,369055.2724632,4349.8987111,383156.7502473
Saladas,General Alvear,9751.5790731,517549.1348141,7655.6721382,534956.3860254
Saladas,General Paz,9751.5790731,119902.2899120,6015.2852591,135669.1542441
Saladas,Goya,9751.5790731,137282.4481245,1494.5167008,148528.5438984
Saladas,Itati,9751.5790731,150138.3059515,4472.0653505,164361.9503750
Saladas,Ituzaingo,9751.5790731,648017.0863072,24557.9510498,682326.6164301
Saladas,Lavalle,9751.5790731,122168.9855730,1678.7503915,133599.3150376
Saladas,Mburucuya,9751.5790731,40195.4441792,3592.2605237,53539.2837759
Saladas,Mercedes,9751.5790731,40195.4441792,3592.2605237,53539.2837759
Saladas,Monte Caseros,9751.5790731,345366.8543125,6807.9618565,361926.3952421
Saladas,Paso de los Libres,9751.5790731,378341.2342005,6472.8507322,394565.6640058
Saladas,Saladas,9751.5790731,0.0000000,6472.8507322,394565.6640058
Saladas,San Cosme,9751.5790731,124277.2850010,6100.8763047,140129.7403788
Saladas,San Luis del Palmar,9751.5790731,101079.9795614,8312.4536459,119144.0122804
Saladas,San Martin,9751.5790731,447333.3320260,10757.3035760,467842.2146751
Saladas,San Miguel,9751.5790731,145035.8184579,10516.2065832,165303.6041141
Saladas,San Roque,9751.5790731,86824.8783347,1050.3210138,97626.7784216
Saladas,Santo Tome,9751.5790731,701671.0644628,5968.9673074,717391.6108433
Saladas,Sauce,9751.5790731,285834.8831446,3541.5156726,299127.9778903
San Cosme,Capital,6100.8763047,47735.9153819,3607.4880025,57444.2796891
San Cosme,Bella Vista,6100.8763047,200509.2804444,15030.3476304,221640.5043795
San Cosme,Departartamento Beron de Astrada,6100.8763047,172657.9575533,6694.4310392,185453.2648972
San Cosme,Departamento concepcion,6100.8763047,152057.6267419,2051.5111523,160210.0141989
San Cosme,Curuzu Cuatia,6100.8763047,410729.8713947,3643.2733238,420474.0210232
San Cosme,Empedrado,6100.8763047,75970.0920287,5189.5280649,87260.4963982
San Cosme,Esquina,6100.8763047,493332.5574641,4349.8987111,503783.3324799
San Cosme,General Alvear,6100.8763047,641826.4198151,7655.6721382,655582.9682580
San Cosme,General Paz,6100.8763047,125288.2781081,6015.2852591,137404.4396719
San Cosme,Goya,6100.8763047,261559.7331255,1494.5167008,269155.1261310
San Cosme,Itati,6100.8763047,25861.0209505,4472.0653505,36433.9626057
San Cosme,Ituzaingo,6100.8763047,772294.3713082,24557.9510498,802953.1986627
San Cosme,Lavalle,6100.8763047,246446.2705740,1678.7503915,254225.8972702
San Cosme,Mburucuya,6100.8763047,99935.9840951,3592.2605237,109629.1209234
San Cosme,Mercedes,6100.8763047,99935.9840951,3592.2605237,109629.1209234
San Cosme,Monte Caseros,6100.8763047,469644.1393134,6807.9618565,482552.9774747
San Cosme,Paso de los Libres,6100.8763047,502618.5192015,6472.8507322,515192.2462384
San Cosme,Saladas,6100.8763047,124277.2850010,9751.5790731,140129.7403788
San Cosme,San Cosme,6100.8763047,0.0000000,9751.5790731,140129.7403788
San Cosme,San Luis del Palmar,6100.8763047,23197.3054395,8312.4536459,37610.6353901
San Cosme,San Martin,6100.8763047,571610.6170270,10757.3035760,588468.7969077
San Cosme,San Miguel,6100.8763047,150421.8066540,10516.2065832,167038.8895419
San Cosme,San Roque,6100.8763047,211102.1633357,1050.3210138,218253.3606541
San Cosme,Santo Tome,6100.8763047,825948.3494637,5968.9673074,838018.1930759
San Cosme,Sauce,6100.8763047,410112.1681456,3541.5156726,419754.5601229
San Luis del Palmar,Capital,8312.4536459,24538.6099424,3607.4880025,36458.5515908
San Luis del Palmar,Bella Vista,8312.4536459,177311.9750049,15030.3476304,200654.7762812
San Luis del Palmar,Departartamento Beron de Astrada,8312.4536459,149460.6521138,6694.4310392,164467.5367989
San Luis del Palmar,Departamento concepcion,8312.4536459,128860.3213024,2051.5111523,139224.2861005
San Luis del Palmar,Curuzu Cuatia,8312.4536459,387532.5659552,3643.2733238,399488.2929249
San Luis del Palmar,Empedrado,8312.4536459,52772.7865892,5189.5280649,66274.7682999
San Luis del Palmar,Esquina,8312.4536459,470135.2520246,4349.8987111,482797.6043816
San Luis del Palmar,General Alvear,8312.4536459,618629.1143756,7655.6721382,634597.2401597
San Luis del Palmar,General Paz,8312.4536459,102090.9726686,6015.2852591,116418.7115735
San Luis del Palmar,Goya,8312.4536459,238362.4276859,1494.5167008,248169.3980326
San Luis del Palmar,Itati,8312.4536459,49058.3263900,4472.0653505,61842.8453864
San Luis del Palmar,Ituzaingo,8312.4536459,749097.0658687,24557.9510498,781967.4705644
San Luis del Palmar,Lavalle,8312.4536459,223248.9651345,1678.7503915,233240.1691719
San Luis del Palmar,Mburucuya,8312.4536459,76738.6786555,3592.2605237,88643.3928251
San Luis del Palmar,Mercedes,8312.4536459,76738.6786555,3592.2605237,88643.3928251
San Luis del Palmar,Monte Caseros,8312.4536459,446446.8338739,6807.9618565,461567.2493763
San Luis del Palmar,Paso de los Libres,8312.4536459,479421.2137620,6472.8507322,494206.5181401
San Luis del Palmar,Saladas,8312.4536459,101079.9795614,9751.5790731,119144.0122804
San Luis del Palmar,San Cosme,8312.4536459,23197.3054395,6100.8763047,37610.6353901
San Luis del Palmar,San Luis del Palmar,8312.4536459,0.0000000,6100.8763047,37610.6353901
San Luis del Palmar,San Martin,8312.4536459,548413.3115874,10757.3035760,567483.0688093
San Luis del Palmar,San Miguel,8312.4536459,127224.5012145,10516.2065832,146053.1614435
San Luis del Palmar,San Roque,8312.4536459,187904.8578962,1050.3210138,197267.6325558
San Luis del Palmar,Santo Tome,8312.4536459,802751.0440242,5968.9673074,817032.4649775
San Luis del Palmar,Sauce,8312.4536459,386914.8627061,3541.5156726,398768.8320246
San Martin,Capital,10757.3035760,572951.9215298,3607.4880025,587316.7131083
San Martin,Bella Vista,10757.3035760,400651.3405206,15030.3476304,426438.9917271
San Martin,Departartamento Beron de Astrada,10757.3035760,614605.3013832,6694.4310392,632057.0359984
San Martin,Departamento concepcion,10757.3035760,539650.4188520,2051.5111523,552459.2335803
San Martin,Curuzu Cuatia,10757.3035760,160880.7456323,3643.2733238,175281.3225321
San Martin,Empedrado,10757.3035760,538262.6918753,5189.5280649,554209.5235162
San Martin,Esquina,10757.3035760,324142.0743306,4349.8987111,339249.2766177
San Martin,General Alvear,10757.3035760,70215.8027881,7655.6721382,88628.7785024
San Martin,General Paz,10757.3035760,567235.6219380,6015.2852591,584008.2107730
San Martin,Goya,10757.3035760,461701.7932017,1494.5167008,473953.6134785
San Martin,Itati,10757.3035760,597471.6379774,4472.0653505,612701.0069040
San Martin,Ituzaingo,10757.3035760,200683.7542812,24557.9510498,235999.0089071
San Martin,Lavalle,10757.3035760,446588.3306502,1678.7503915,459024.3846177
San Martin,Mburucuya,10757.3035760,487528.7762052,3592.2605237,501878.3403048
San Martin,Mercedes,10757.3035760,487528.7762052,3592.2605237,501878.3403048
San Martin,Monte Caseros,10757.3035760,148047.9644597,6807.9618565,165613.2298922
San Martin,Paso de los Libres,10757.3035760,68992.0978255,6472.8507322,86222.2521337
San Martin,Saladas,10757.3035760,447333.3320260,9751.5790731,467842.2146751
San Martin,San Cosme,10757.3035760,571610.6170270,6100.8763047,588468.7969077
San Martin,San Luis del Palmar,10757.3035760,548413.3115874,8312.4536459,567483.0688093
San Martin,San Martin,10757.3035760,0.0000000,8312.4536459,567483.0688093
San Martin,San Miguel,10757.3035760,592369.1504838,10516.2065832,613642.6606430
San Martin,San Roque,10757.3035760,360508.4536913,1050.3210138,372316.0782810
San Martin,Santo Tome,10757.3035760,254337.7324368,5968.9673074,271064.0033202
San Martin,Sauce,10757.3035760,240921.6850120,3541.5156726,255220.5042606
San Miguel,Capital,10516.2065832,151763.1111569,3607.4880025,165886.8057425
San Miguel,Bella Vista,10516.2065832,221267.8139013,15030.3476304,246814.3681149
San Miguel,Departartamento Beron de Astrada,10516.2065832,72503.2079911,6694.4310392,89713.8456135
San Miguel,Departamento concepcion,10516.2065832,134627.6079064,2051.5111523,147195.3256418
San Miguel,Curuzu Cuatia,10516.2065832,431488.4048516,3643.2733238,445647.8847586
San Miguel,Empedrado,10516.2065832,144385.9520481,5189.5280649,160091.6866961
San Miguel,Esquina,10516.2065832,514091.0909210,4349.8987111,528957.1962153
San Miguel,General Alvear,10516.2065832,662584.9532720,7655.6721382,680756.8319934
San Miguel,General Paz,10516.2065832,25133.5285459,6015.2852591,41665.0203881
San Miguel,Goya,10516.2065832,282318.2665824,1494.5167008,294328.9898663
San Miguel,Itati,10516.2065832,176282.8276045,4472.0653505,191271.0995382
San Miguel,Ituzaingo,10516.2065832,793052.9047651,24557.9510498,828127.0623981
San Miguel,Lavalle,10516.2065832,267204.8040309,1678.7503915,279399.7610056
San Miguel,Mburucuya,10516.2065832,104840.3742787,3592.2605237,118948.8413855
San Miguel,Mercedes,10516.2065832,104840.3742787,3592.2605237,118948.8413855
San Miguel,Monte Caseros,10516.2065832,490402.6727703,6807.9618565,507726.8412100
San Miguel,Paso de los Libres,10516.2065832,523377.0526584,6472.8507322,540366.1099738
San Miguel,Saladas,10516.2065832,145035.8184579,9751.5790731,165303.6041141
San Miguel,San Cosme,10516.2065832,150421.8066540,6100.8763047,167038.8895419
San Miguel,San Luis del Palmar,10516.2065832,127224.5012145,8312.4536459,146053.1614435
San Miguel,San Martin,10516.2065832,592369.1504838,10757.3035760,613642.6606430
San Miguel,San Miguel,10516.2065832,0.0000000,10757.3035760,613642.6606430
San Miguel,San Roque,10516.2065832,231860.6967926,1050.3210138,243427.2243895
San Miguel,Santo Tome,10516.2065832,846706.8829206,5968.9673074,863192.0568112
San Miguel,Sauce,10516.2065832,430870.7016025,3541.5156726,444928.4238583
San Roque,Capital,1050.3210138,212443.4678386,3607.4880025,217101.2768548
San Roque,Bella Vista,1050.3210138,40142.8868294,15030.3476304,56223.5554735
San Roque,Departartamento Beron de Astrada,1050.3210138,254096.8476919,6694.4310392,261841.5997449
San Roque,Departamento concepcion,1050.3210138,179141.9651607,2051.5111523,182243.7973267
San Roque,Curuzu Cuatia,1050.3210138,199627.7080590,3643.2733238,204321.3023966
San Roque,Empedrado,1050.3210138,177754.2381841,5189.5280649,183994.0872627
San Roque,Esquina,1050.3210138,282230.3941285,4349.8987111,287630.6138533
San Roque,General Alvear,1050.3210138,430724.2564794,7655.6721382,439430.2496314
San Roque,General Paz,1050.3210138,206727.1682467,6015.2852591,213792.7745195
San Roque,Goya,1050.3210138,101193.3395104,1494.5167008,103738.1772250
San Roque,Itati,1050.3210138,236963.1842862,4472.0653505,242485.5706504
San Roque,Ituzaingo,1050.3210138,561192.2079725,24557.9510498,586800.4800361
San Roque,Lavalle,1050.3210138,86079.8769589,1678.7503915,88808.9483642
San Roque,Mburucuya,1050.3210138,127020.3225139,3592.2605237,131662.9040513
San Roque,Mercedes,1050.3210138,127020.3225139,3592.2605237,131662.9040513
San Roque,Monte Caseros,1050.3210138,258541.9759778,6807.9618565,266400.2588480
San Roque,Paso de los Libres,1050.3210138,291516.3558658,6472.8507322,299039.5276118
San Roque,Saladas,1050.3210138,86824.8783347,9751.5790731,97626.7784216
San Roque,San Cosme,1050.3210138,211102.1633357,6100.8763047,218253.3606541
San Roque,San Luis del Palmar,1050.3210138,187904.8578962,8312.4536459,197267.6325558
San Roque,San Martin,1050.3210138,360508.4536913,10757.3035760,372316.0782810
San Roque,San Miguel,1050.3210138,231860.6967926,10516.2065832,243427.2243895
San Roque,San Roque,1050.3210138,0.0000000,10516.2065832,243427.2243895
San Roque,Santo Tome,1050.3210138,614846.1861281,5968.9673074,621865.4744492
San Roque,Sauce,1050.3210138,199010.0048099,3541.5156726,203601.8414963
Santo Tome,Capital,5968.9673074,827289.6539666,3607.4880025,836866.1092765
Santo Tome,Bella Vista,5968.9673074,654989.0729574,15030.3476304,675988.3878953
Santo Tome,Departartamento Beron de Astrada,5968.9673074,868943.0338200,6694.4310392,881606.4321666
Santo Tome,Departamento concepcion,5968.9673074,793988.1512888,2051.5111523,802008.6297485
Santo Tome,Curuzu Cuatia,5968.9673074,415218.4780691,3643.2733238,424830.7187003
Santo Tome,Empedrado,5968.9673074,792600.4243121,5189.5280649,803758.9196844
Santo Tome,Esquina,5968.9673074,578479.8067674,4349.8987111,588798.6727859
Santo Tome,General Alvear,5968.9673074,235991.5066928,7655.6721382,249616.1461385
Santo Tome,General Paz,5968.9673074,821573.3543747,6015.2852591,833557.6069412
Santo Tome,Goya,5968.9673074,716039.5256385,1494.5167008,723503.0096467
Santo Tome,Itati,5968.9673074,851809.3704142,4472.0653505,862250.4030722
Santo Tome,Ituzaingo,5968.9673074,156941.8717509,24557.9510498,187468.7901082
Santo Tome,Lavalle,5968.9673074,700926.0630870,1678.7503915,708573.7807859
Santo Tome,Mburucuya,5968.9673074,741866.5086420,3592.2605237,751427.7364730
Santo Tome,Mercedes,5968.9673074,741866.5086420,3592.2605237,751427.7364730
Santo Tome,Monte Caseros,5968.9673074,402385.6968965,6807.9618565,415162.6260604
Santo Tome,Paso de los Libres,5968.9673074,323329.8302622,6472.8507322,335771.6483019
Santo Tome,Saladas,5968.9673074,701671.0644628,9751.5790731,717391.6108433
Santo Tome,San Cosme,5968.9673074,825948.3494637,6100.8763047,838018.1930759
Santo Tome,San Luis del Palmar,5968.9673074,802751.0440242,8312.4536459,817032.4649775
Santo Tome,San Martin,5968.9673074,254337.7324368,10757.3035760,271064.0033202
Santo Tome,San Miguel,5968.9673074,846706.8829206,10516.2065832,863192.0568112
Santo Tome,San Roque,5968.9673074,614846.1861281,1050.3210138,621865.4744492
Santo Tome,Santo Tome,5968.9673074,0.0000000,1050.3210138,621865.4744492
Santo Tome,Sauce,5968.9673074,495259.4174488,3541.5156726,504769.9004288
Sauce,Capital,3541.5156726,411453.4726485,3607.4880025,418602.4763235
Sauce,Bella Vista,3541.5156726,239152.8916393,15030.3476304,257724.7549423
Sauce,Departartamento Beron de Astrada,3541.5156726,453106.8525018,6694.4310392,463342.7992136
Sauce,Departamento concepcion,3541.5156726,378151.9699706,2051.5111523,383744.9967955
Sauce,Curuzu Cuatia,3541.5156726,80040.9393798,3643.2733238,87225.7283762
Sauce,Empedrado,3541.5156726,376764.2429940,5189.5280649,385495.2867314
Sauce,Esquina,3541.5156726,83220.3893185,4349.8987111,91111.8037022
Sauce,General Alvear,3541.5156726,311137.4878002,7655.6721382,322334.6756110
Sauce,General Paz,3541.5156726,405737.1730566,6015.2852591,415293.9739883
Sauce,Goya,3541.5156726,300203.3443203,1494.5167008,305239.3766937
Sauce,Itati,3541.5156726,435973.1890961,4472.0653505,443986.7701192
Sauce,Ituzaingo,3541.5156726,441605.4392933,24557.9510498,469704.9060157
Sauce,Lavalle,3541.5156726,285089.8817688,1678.7503915,290310.1478330
Sauce,Mburucuya,3541.5156726,326030.3273238,3592.2605237,333164.1035201
Sauce,Mercedes,3541.5156726,326030.3273238,3592.2605237,333164.1035201
Sauce,Monte Caseros,3541.5156726,138955.2072985,6807.9618565,149304.6848276
Sauce,Paso de los Libres,3541.5156726,171929.5871866,6472.8507322,181943.9535914
Sauce,Saladas,3541.5156726,285834.8831446,9751.5790731,299127.9778903
Sauce,San Cosme,3541.5156726,410112.1681456,6100.8763047,419754.5601229
Sauce,San Luis del Palmar,3541.5156726,386914.8627061,8312.4536459,398768.8320246
Sauce,San Martin,3541.5156726,240921.6850120,10757.3035760,255220.5042606
Sauce,San Miguel,3541.5156726,430870.7016025,10516.2065832,444928.4238583
Sauce,San Roque,3541.5156726,199010.0048099,1050.3210138,203601.8414963
Sauce,Santo Tome,3541.5156726,495259.4174488,5968.9673074,504769.9004288
Sauce,Sauce,3541.5156726,0.0000000,5968.9673074,504769.9004288
